Phrase,Count
Data Robot H20.AI,1
Automated ML tools like Dataiku,1
insights,1
business needs,1
tradeoffs between short term,1
diving deep into complex problems outside direct access,1
Incident management holding the pager for a critical live site service,1
Code performance optimization service cost optimization,1
Deep services on AWS GCP,1
Tools like Kubernetes Docker containerization tech,1
Software development in Rust,1
Collaboration with internal,1
Customer-focused approach to infrastructure,1
Designing observable code,1
Complex distributed system expertise,1
synthesizing diverse demands into core features.,1
complex system features to solve customer problems,1
debugging complex system bugs,1
WebGL,1
understanding complex distributed systems,1
inference on Kubernetes,1
implementing LLMs tuning,1
Incorporation of user feedback into iterative product improvements.,1
Prototyping,1
Conception of features based on ongoing research efforts,1
Adaptevolving priorities,1
excel in fast-moving environment,1
Arrow,1
Polars,1
particularly in Python,1
Three.js,1
modelsbrowser-based interactive features,1
security BS practices.,1
relational dataBS schema design,1
client SDKs development,1
metadata management,1
UI tier,1
fullstack software development,1
Task planning with LLM based agents,1
multi-agent interaction,1
Agile software development,1
Selenium,1
JSUnit,1
JUnit,1
unit,1
PL,1
flexibility in remote schedule.,1
DataBS technologies,1
Ajax,1
web framework,1
Generative AI applications,1
Object oriented programming,1
consuming them.,1
relational and,1
SCSS,1
MUI,1
TypeScriptfront-end frameworks,1
Currently pursuing Computer Science,1
React frontend frameworks.,1
scalable API architecture,1
software engineering background,1
IT infrastructure,1
AI prototyping tools,1
Exploratory Data Analysis process,1
C language,1
Data Science degree,1
extend expertise beyond domain to promote holistic interconnected domains.,1
AI to ensure responsible data usage,1
Awareness of ethical considerations in data science,1
production monitoring,1
ML model production deployments,1
ML model training,1
designing & developing automated pipelines for data extraction,1
deploying scalable AI solutions that integrate seamlessly with existing business,1
IPv6,1
Architecting,1
AI Frameworks,1
equivalent enterprise solutions.,1
business analytics,1
data fabric,1
practices for data management,1
AI methodology,1
LLM benchmarkingcreditability for Data,1
model tuning,1
in LLMs,1
deployment of AI,1
Networking IP,1
IPv4,1
smart contract development platforms,1
transformer architectures.,1
React.js,1
Solidity,1
decentralization,1
Web3 development,1
blockchain,1
Proven with AI,1
multi-tiered systems,1
distributed,1
nonlinear optimization,1
linear programming,1
C++ C#,1
architecture,1
Linux familiarity,1
AWS Machine Learning acceleration,1
sharding,1
end-to-end model training,1
Distributed libraries,1
Convolutional Neural Networks,1
Feed Forward Neural Networks,1
LSTM models,1
Machine Learning models,1
Machine Learning pipelines,1
AirFlow,1
MLFlow,1
frontend frameworks.,1
code quality,1
long term goals,1
technical problem-solving,1
communications agency management,1
launching world-changing technologies,1
industry expertise,1
startup,1
comfort with chaos,1
confidence in communicating technical ideas,1
results-driven environment,1
adherence to deadlines,1
C-level executives,1
interact with end users,1
analytical approach to intelligence gathering,1
customer-facing communication,1
corporate career background,1
integrations,1
content pipelines,1
glossary,1
TM,1
MT,1
global content management lifecycle,1
software testing methodologies,1
automated testing frameworks,1
manual testing concepts,1
Currently studying Computer Science,1
predictive analytics .,1
public relations,1
diversity awareness,1
sell software,1
Advanced develop,1
BS practices as they apply to AI,1
risk management principles methodologies,1
machine learning projects,1
Minimum of 5 years in risk management with at least 2-3 years specifically focused on AI,1
Risk Management,1
BS Information Technology,1
manage complex programs.,1
implement,1
Outlook,1
Expert skill in Microsoft Office Suite,1
foster relationships to effectively influence stakeholders across the enterprise,1
communication with the clearly articulate complex situations,1
equal opportunity employer principles,1
make decisions in an ambiguous environment,1
private sectors,1
key stakeholders in public,1
written English,1
command of spoken,1
energy in high-pressure work settings,1
juggle multiple tasks simultaneously,1
self-starter,1
proactive,1
Results driven,1
non-discriminatory practices.,1
work with artificial intelligence technology,1
hard worker,1
large-scale distributed systems,1
architecture of new,1
language modeling with transformers,1
societal impacts of work,1
picking up slack outside of job description,1
impact,1
results-oriented with bias towards flexibility,1
customer interactions improvement.,1
cloud usage optimization,1
operations,1
build processes,1
programming with software language,1
existing systems,1
trade-offs balancing.,1
privacy BS practices expertisemachine learning infrastructure like GPUs TPUs,1
technical roadmaps,1
collaboration cross-team,1
communication with empathy,1
iterative improvement,1
accessibility BS practices,1
web development,1
business,1
policy,1
LLM agent frameworks,1
security-oriented infrastructure,1
serverless platforms,1
large-scale ETL,1
Trainium as well as supporting networking infrastructure like NCCL,1
fast learner,1
algorithms fundamentals,1
Skilled closer,1
Google Cloud Platform.,1
LLM is a big plus,1
any programming language C++,1
ML will be a plus,1
Cloud,1
Linux os,1
RDBMS – PostgreSQL,1
non-technical documentation,1
produce technical,1
Oral,1
Academic record,1
quickly understanding systems design tradeoffs keeping track of rapidly evolving software systems.,1
BS MS PhD Engineering degree,1
direct interaction with customers partners during implementation support phases,1
holding pager for critical live site service incident management,1
code performance optimization service cost optimization,1
AWS GCP expertise,1
tools like Kubernetes Docker containerization tech,1
developing software services in Rust,1
collaboration with internal,1
customer-focused approach to infrastructure,1
designing observable code,1
complex distributed systems expertise,1
ML model development and,1
Leadership communication to effectively collaborate cross-functional teams,1
debugging to identify fix issues in codebase,1
Credibility,1
practical with ML development pipelines,1
ML evaluation techniques,1
fundamental AI,1
MS PhD Informatics,1
MS PhD Engineering,1
MS PhD Statistics,1
MS PhD Artificial Intelligence,1
research collaboration history,1
patent history,1
PHD EE,1
PHD CS,1
Outgoing personality,1
but not limited to,1
Drive,1
Problem-solving mindset,1
360° tech recruitment,1
Business development expertise,1
analytics techniques.,1
Proficient data collection,1
ML ontology development model configuration advanced data analytics,1
organizational leadership problem-solving,1
Data Science Statistics,1
applications using generative AI,1
adversarial tactics,1
proficient many areas,1
modalities.,1
threat,1
collaboration effectively in a team environment,1
general purpose programming languages,1
HTTPS,1
web services technologies,1
Angular v4+,1
design patterns,1
analysis of algorithms,1
ETL processes.,1
data warehousing solutions,1
RDBMS,1
Ruby on Rails,1
design documentation,1
observability infrastructure,1
5+ years recent as an ML engineer,1
proven designing & developing production systems for Machine Learning & AI,1
generative AI techniques.,1
bringing novel project to end,1
End of Life,1
developing AI projects from concept to EOL,1
driving adoption of new life cycle process workflows,1
understanding pressures that engineering teams face,1
releasing commercial products,1
execution of engineering life cycle processes,1
driving planning and,1
data science engineer similar with 12+ overall years of professional,1
vulnerability research,1
software development life cycle,1
unit integration UI testing,1
strategic thinking grasping business,1
Text-to-Speech,1
speech-to-text,1
voice,1
Technical Large Language Models,1
engage in technical discussions with experts.,1
prioritizing under pressure,1
analytical decision-making,1
concisely.,1
exceptional communication communicating clearly,1
goals,1
customer motivations,1
technical fluency technical systems for technical users,1
influence cross-functional stakeholders without formal authority,1
industry developments,1
machine learning theory,1
AI data science,1
early-stage preferred,1
enterprise,1
software product management with at least two years in ML,1
generous PTO.,1
dental coverage,1
salary range determination factors,1
Board of Director approval,1
equity based compensation,1
TTS,1
Proven track record in defining,1
technical product development process from discovery to launch,1
dedication,1
vulnerability scanning,1
WAFs,1
AI Security connections with API Security,1
Application security,1
veteran status.,1
disability,1
gender,1
promote regardless of race,1
compensate,1
train,1
recruit,1
hard work,1
driving market leading products throughout the product lifecycle,1
diverse mix of talented people,1
creative,1
passionate,1
data-driven decisions.,1
interpretation to make informed,1
develop junior product managers,1
grow,1
mentor,1
lead cross-functional teams,1
enable informed decision making,1
in defining key performance metrics which drive business intelligence,1
system architectures,1
technical feasibility trade-offs,1
ML services using frameworks like Flask,1
Technical in generative,1
similar specifically related to AI,1
problem-solving capabilities,1
Customer-first mindset,1
articulation of technical concepts.,1
social,1
coordination with cross-functional teams,1
communication of findings to technical,1
manual adversarial testing approaches,1
automated,1
adversarial testing strategies,1
predictive artificial intelligence,1
automation for provisioning monitoring managing infrastructure,1
LangSmith,1
large-scale multi-site international environments,1
high-performance network,1
Mellanox,1
Juniper,1
Fortinet,1
Arista,1
visualizations,1
data science engineering,1
alerting,1
tracing,1
observability principles,1
machine learning platforms,1
process streamlining,1
FastAPI,1
digital marketing strategies,1
AI app testing techniques,1
AI capabilities frameworks tools,1
Extensive in designing AI solutions,1
MS with 7+ years related software architecture across mobile,1
BS with 10+ years of,1
TikTok.,1
X,1
Twitter,1
Facebook,1
Instagram,1
social media with LinkedIn,1
communications,1
data-driven approach,1
Currently pursuing a marketing,1
REST APIs familiarity for integrating external AI services with ServiceNow.,1
Integration Hub usage for connecting ServiceNow with other systems especially for AI integrations,1
JavaScript scripting in ServiceNow,1
AI integration,1
performance analytics for data-driven decision-making,1
assignment,1
management within ServiceNow for tasks like ticket categorization,1
predictive models implementation,1
ServiceNow Virtual Agent configuration,1
coding .,1
AIOps metrics,1
incident management,1
root cause analysis,1
BS MS Computer Engineering equivalent,1
software deployment,1
translating complex technical concepts into insights,1
thrive in ambiguous environments,1
ML publications.,1
first author in CS,1
AWS Elastic Compute,1
on AI,1
design with ML systems,1
speech-recognition into real-world use case applications,1
speech-recognition models,1
arithmetic NLP,1
maintainable code.,1
overlay networks,1
producing fault-tolerant,1
translating design mockups into working applications,1
staying up-to-date on new ML,1
working independently in a remote environment,1
stakeholders,1
collaboration across multiple teams,1
results effectively,1
communicate technical concepts,1
architectural patterns of large-scale software applications,1
BentoML,1
Kserve,1
Mac development environment,1
Cognitive architecture design,1
LLM-powered offline self-reflection,1
Copilot environment simulation,1
L3 underlay,1
Permission controls,1
AI privacy,1
Online evaluation,1
Deployment,1
error analysis,1
Offline evaluation,1
Dataset curation,1
Experiment setup,1
Agile development environment,1
Readable code writing,1
Performant code writing,1
code writing,1
Extensible code writing,1
Production system maintenance,1
Scalable infrastructure,1
Frontier AI architectures,1
Data privacy protection,1
In-context learning from user feedback,1
Multilingual support,1
Multimodal reasoning,1
Steerability,1
Enterprise graphs,1
generic programming languages,1
efficiency of various services based on data analysis results,1
object-oriented programming languages,1
beneficially,1
convey complicated topics in easily understandable terms,1
Integrating with enterprise systems,1
build relationships with diverse stakeholders,1
beneficial AI systems.,1
safe,1
creative thinking about technology use,1
flexibility with different domains,1
navigate ambiguity,1
software engineering proficiency,1
Active security clearance,1
helping others succeed.,1
love of teaching,1
thinking creatively about safe AI technology,1
flexibility to adapt to different domains,1
finding simple easy-to-understand solutions,1
flex into different domains based on the business problem at hand,1
technical aptitude to partner with engineers,1
solutions for technical platforms in a developing business area,1
designed novel,1
Platform Engineer,1
Sales Engineer,1
Forward Deployed Engineer,1
Customer Engineer,1
thinking creatively about using technology safely,1
communicate complex research papers,1
adversarial ML,1
system reports,1
MS Social,1
MS Information Systems,1
Neural controlled differential equations.,1
Auto-regressive CNN,1
Bi-directional RNN,1
Advanced sequential models,1
Time-series data analysis,1
Rapid deployment to production,1
Incremental changes,1
Problem-solving from first principles,1
a machine learning,1
integrating with enterprise systems,1
business stakeholders,1
technical communication with the translate customer requirements between technical,1
communicate technical concepts to diverse stakeholders,1
build relationships with,1
Docker-based microservices,1
World models,1
Scene graphs,1
tracking techniques,1
Localization,1
deep learning neural network architectures,1
creative out-of-the-box solutions,1
finetuning deep learning models,1
Engineering teams,1
collaborate with AI,1
MS PHD machine learning,1
TGI,1
people operations finance legal partnerships.,1
strategic thinking long-term talent needs execution tactical fast-paced environment,1
business acumen connecting recruiting strategy to business objectives,1
systems tools dashboards,1
recruiting operations infrastructure,1
deadline-driven mindset.,1
initiative-taking,1
thrive in ambiguity,1
analysis of open questions into concise insights,1
deep curiosity,1
urgency,1
Bias for action,1
Open-source contributions track record,1
experiment management,1
Interpretability research,1
Empirical ML research project,1
Executing projects independently while incorporating feedback on research direction,1
Thriving in fast-paced collaborative environments,1
publication writing.,1
communication materials creation,1
adaptation,1
codeBS reading,1
Adapters,1
outlines,1
vLLM,1
language generation,1
client-facing responsibilities,1
integration development,1
conversation automation,1
AI engineering,1
creating integrations.,1
automating conversations,1
deploying machine learning models in production environments,1
scalable training,1
open-source deep learning models,1
cutting-edge advancements,1
recommendation engines,1
Cloud deployment of ML systems,1
information retrieval,1
leading projects in NLP,1
industry in applied machine learning,1
fast-paced dynamic environment,1
real-world problems,1
applied AI research,1
fintech,1
information retrieval capabilities,1
Conversational systems,1
Data science tools,1
Applied Sciences,1
AI Trust & Safety,1
models at scale,1
CuPy,1
project tracking,1
stakeholder group coordination,1
committee management,1
diverse audience communication,1
presentation preparation,1
policy recommendation development,1
trend synthesis,1
ethical considerations in AI adoption,1
legislative processes,1
AI governance principles,1
corporate functions.,1
clinical,1
domain in pharmaceutical business areas,1
industry standards in AI,1
regulatory processes,1
IP policy,1
LIME,1
SHAP,1
code development,1
clarity,1
express technical viewpoints to senior stakeholders with succinctness,1
racial disparities,1
presenting results to stakeholders,1
result measurement,1
compliance ensuring,1
solution provision,1
SAM,1
data quality rules adherence,1
data definitions maintenance,1
model transparency,1
process improvement BS practices,1
regulatory guidelines compliance,1
data-driven area of study,1
BS technical,1
AI-based ADAS solutions,1
LLaVA,1
CLIP,1
multimodality foundation models,1
equitable,1
model distillation,1
foundation model AI tooling,1
programming languages commonly used in machine learning,1
publications in premier machine learning journals,1
Research background,1
external stakeholder engagement,1
internal,1
workshop delivery,1
training program design,1
transparent AI implementation advocacy,1
conducting fairness testing for bias,1
GPU tools,1
cloud computing platforms.,1
NeRFStudio,1
BS Visual Computing,1
professional software development,1
scalability understanding,1
system performance,1
large scale machine learning systems profiling,1
complex software systems development,1
distributed parallel machine learning systems,1
model efficiency optimization,1
object detection,1
visual recognition,1
multi-modal learning over image,1
developing algorithms for business applications,1
parallel,1
numerical optimization,1
parsing,1
publications at top-tier peer-reviewed conferences,1
PhD MS ML,1
PhD MS CE,1
PhD MS CS,1
software development .,1
In-depth deep learning research,1
published papers at top AI research venues,1
implemented and,1
research with computer graphics,1
3D modeling,1
rendering software,1
graphics applications,1
PyTorch3D,1
Mitsuba,1
differentiable rendering tools,1
production-level code delivery in a collaborative environment,1
rendering,1
implementation of novel techniques in animation,1
cutting-edge graphics problems development,1
MS PhD Visual Computing,1
MS PhD Computer Vision,1
communication to articulate complex technical concepts.,1
high-performance code writing,1
Blender,1
NeRFs,1
meshes,1
point clouds,1
volumetric rendering,1
physically-based BRDFs,1
surface deformation,1
finite element simulation,1
blend shapes animation,1
Maya,1
Houdini,1
algorithm performance assessment metrics development,1
industry building,1
performance engineering,1
scientific research,1
interpretation of experiments,1
to collaborate with team members,1
MS in Machine Learning,1
MS in Computer Science,1
"turning ideas into tools, guidelines",1
publishing papers at top conferences,1
substantial contributions to research,1
web-development background.,1
"turning ideas into tools, guidelines,",1
publishing papers at top-conferences,1
contributions to research,1
bias in generative AI systems,1
Annotator management,1
Resolving conflicts in annotated data,1
Crowd-sourced data,1
Dirty data,1
Scientific data collection,1
Presentation to executives,1
Interpretation of experiments,1
Communication for all levels of team members,1
setting schedules,1
Prioritizing competing projects,1
collaborate with team members,1
presentation to executives,1
publication,1
quantitative analysis technical tools,1
working generative models,1
publication in top ML,1
Human-Centered AI,1
development methodologies around LLMs,1
human-centered AI products,1
Leading teams that have delivered sophisticated machine-learning systems,1
communication strategies.,1
timelines,1
present deliverables,1
draft,1
independently manage complex project objectives,1
communicate abstract ideas clearly,1
superior group facilitation,1
data-driven decision-making,1
distilling complex technical requirements from multiple partners into a coherent long-term platform roadmap,1
skill of negotiating,1
release processes for sophisticated software,1
"detailed testing, build,",1
bias in AI systems.,1
curiosity about fairness,1
annotator management,1
resolving conflicts in annotated data,1
crowd-sourced data,1
dirty data,1
controversial material,1
exposure to offensive,1
work with -sensitive content,1
working with large teams,1
system-level testing,1
integration testing,1
software testing,1
Coding Challenges.,1
Participation in AI,1
Open-source Contributions,1
ML Conferences,1
Publication in AI,1
Scikit-learn Library,1
PyTorch Framework,1
Deep Learning Fundamentals,1
Generative Large Language Models,1
Natural Language Processing Techniques,1
MS PHD Machine Learning,1
MS PHD Artificial Intelligence,1
MS PHD Electrical Computer Engineering,1
MS PHD Electrical Engineering,1
market opportunities.,1
understand customer needs,1
quantitative analysis,1
econometrics,1
workflow automation,1
cloud service capabilities,1
product vision creation,1
roadmap planning,1
user story writing,1
passive data collection,1
design fundamentals in Human-Centered AI,1
product deployment record in areas related to responsible AI,1
monitoring.,1
test automation,1
deployment BS practices,1
continuous integration,1
optimized data pipeline construction,1
staying current on AI trends,1
desired results achievement,1
large data handling,1
sparse data collection,1
backlog prioritization,1
real-time data collection,1
testing of AI components,1
cloud architecting,1
NLP systems,1
LlamaIndex,1
Cloud computing,1
REST API,1
command-line tools,1
Linux environments,1
UNIX,1
HCI venues,1
CHI,1
FAccT,1
Team player,1
evaluation of emerging technologies,1
research methods,1
dataBS integration,1
document uploading,1
contract information reporting,1
forecasting model,1
SharePoint,1
ECMS,1
contracts management system,1
office,1
up-to-date with latest trends developments,1
Industry relationships connections,1
AI technologies applications,1
MBA,1
Government contracting expertise,1
Federal Acquisition Regulation,1
Manage multiple priorities deadlines,1
work in a fast-paced dynamic environment,1
procurement processes,1
requirements,1
commercial customers’ needs,1
ML capabilities,1
selling AI,1
published applications,1
definition of complex problems,1
questioning,1
derivative,1
retail credit modeling,1
wholesale,1
independent price verification,1
interest rate risk,1
liquidity risk,1
counterparty credit risk,1
market risk,1
deal structuring,1
trading,1
financial instrument modeling,1
financial markets,1
AI foundation models development,1
modeling techniques,1
Mathematical finance at Master’s level degree,1
implement AI models.,1
validate AI,1
evaluate AI,1
train AI,1
design AI,1
high-impact applied research,1
textual data processing,1
numeric,1
Business development,1
Data science fundamentals,1
Interspeech,1
GPU-enabled cloud compute,1
research publications in prominent AI,1
self-directedness,1
changing circumstances,1
adaptnew developments,1
regulatory matters,1
global business,1
interact with senior leaders across departments complex concepts,1
analytical process,1
active open source project contributions.,1
AIOps,1
notification systems,1
large-scale alert management,1
telemetry data collection frameworks,1
profiling at scale,1
distributed tracing,1
time-series based observability systems,1
private cloud environment,1
monitoring services,1
Amazon S3,1
#NAME?,1
operational working with large cross-functional teams.,1
design fundamentals,1
UIST,1
ML venues,1
synthetic data,1
machine unlearning,1
cryptography for AI,1
NLG approaches for generative text detection,1
interpersonal .,1
Unity,1
Unreal Engine,1
Virtual Reality tools,1
implementing interactive metahuman avatars on web pages,1
augmented reality,1
virtual reality,1
language processing understanding,1
continuous learning from,1
reasoning under uncertainty,1
membership,1
representation,1
financial services domain,1
disciplined software development processes,1
rapid prototyping,1
communicationsML platforms,1
auditing frameworks for sharing data,1
risk,1
LLM alignment,1
watermarking,1
reconstruction attacks,1
data lineage understanding,1
data dictionary creation.,1
Pattern Recognition expertise,1
Research in Uncertainty Estimation,1
generative adversarial networks,1
cybersecurity analytics,1
threat hunting,1
SOAR,1
response,1
security orchestration automation,1
IPS,1
intruder prevention systems,1
IDS,1
intrusion detection systems,1
Security information,1
APTs,1
advanced persistent threats,1
endpoint security,1
autonomous systems,1
zero-day exploits,1
automated enforcement of security controls implementation,1
large language models development,1
access management,1
identity,1
GCP security capabilities,1
task management of delegated work streams across diverse organizations,1
security documentation writing,1
Autonomous Driving,1
Out-of-distribution,1
Neural Networks expertise,1
Probability theory,1
engineering BS practices.,1
value high code quality,1
high bar when working with production systems,1
write code that can be easily understood by others,1
Design teams to define requirements for new features in a fast-paced iterative environment,1
proven work closely with Product,1
accountability for impactful solutions,1
sense of ownership,1
staying at the forefront of AI advancements,1
passionate about learning new technologies,1
navigating ambiguous challenges in a rapidly evolving domain,1
threading,1
concurrency,1
computer science fundamentals,1
deploying AI services in production environments,1
fine-tuning models,1
GenAI features,1
server-side programming languages,1
Mitigate negative effects of uncertainty propagation,1
generate out-of-distribution examples,1
Mine and,1
refine ML algorithms for uncertainty considerations,1
Robustness theory,1
controls framework development,1
SOC attestations,1
ISO certifications,1
CMMC certifications,1
individual,1
social impact assessment,1
political aBS of AI systems prevention,1
health disparities analysis,1
identifiability,1
bias identification,1
transparency in human-AI partnerships,1
control,1
effective computing,1
brain-machine pairings,1
biologically inspired designs,1
human-centered design,1
device-based neuro-inspired architectures,1
memristor circuits,1
analog processors,1
digital accelerators,1
mixed-signal accelerators,1
neuro-inspired AI accelerators,1
neuromorphic approaches,1
MS Machine Learning,1
Generative AI techniques,1
cloud-based platforms,1
deploying AI models in production environments,1
community consequences evaluation,1
transdisciplinary collaboration,1
machine learning algorithms development,1
ambition,1
procedures for compliance with FedRAMP,1
audit planning,1
graduate instruction,1
high-quality undergraduate,1
impactful research,1
implementation of,1
vision for research program,1
academic record,1
attention to detail.,1
hunger to learn,1
Quantitative,1
secure computer vision techniques,1
research in Trustworthy AI.,1
substantial expertise with recognized scholarship,1
sustained stream of externally funded multdisciplinary research projects,1
research record in Trustworthy AI by peer-reviewed publications,1
trustworthy outcomes generation,1
end-user privacy protection,1
ML system design,1
adversarial threat resilience,1
reasoning guarantees,1
security measures,1
Developed novel statistical,1
trained,1
evaluated performance of AI models,1
AI agent frameworks,1
deploying successful predictive models,1
Proven developing,1
Development of evaluations for language models,1
Authoring research papers in machine learning,1
frameworks like Scikit-Learn,1
Fine-tuning large language models,1
Results-oriented,1
long-term implications of work,1
societal impacts,1
communication to explain complex technical concepts to non-technical stakeholders,1
open-source developer tools,1
whitepapers,1
blogs,1
Cybersecurity research,1
contributions to AI,1
MS PHD Cybersecurity,1
pen-testing,1
offensive security,1
integration of AI Agents into Existing Systems,1
evaluation of AI Agent Performance,1
RAG frameworks,1
RAG using LlamaIndex,1
Generative AI Agents,1
Rdata science libraries,1
Statistical methods,1
Data cleaning,1
batch processing,1
RabbitMQ,1
Postgres,1
distributed systems infrastructure,1
write clearly about concepts related to Climate Science in fluent English.,1
Climate Science,1
related subject,1
BS Climate Science,1
leadership decision-making,1
self-learning,1
inter-personal communication collaboration presentation,1
Document DBs,1
explain complex concepts to non-technical audienceCNNs,1
MS Azure,1
Big Data domains,1
software development workflow,1
containerization platforms like Docker,1
cloud ecosystems,1
generative LLM fine-tuning,1
structured,1
large scale data acquisition transformation,1
Manage multiple projects simultaneously while meeting deadlines.,1
LLMcloud platforms AWS,1
Haystack,1
solutions.,1
published paper,1
models at scaleopen-source languages,1
articulate communication,1
high-level technical conversation ability,1
time-management,1
enterprise technology aptitude,1
sales engagement applications,1
order processing,1
quoting,1
Salesforce.com management,1
CRM management,1
Federal Government facing Sales,1
Education,1
HuggingFace.,1
fluency in Python,1
transformer-based deep-learning techniques,1
deploying NLP models,1
industry designing,1
foundations in computer science,1
ROS,1
proficiency of Robot Operating System,1
similar techniques,1
Reinforcement Learning by Human Feedback,1
training multi-modal models,1
in peer-reviewed venues,1
detail-oriented mindset,1
industry Fiddler’s platform,1
value proposition,1
data discovery,1
risk & control management,1
regulatory requests,1
exam,1
audit,1
design influence across teams,1
managerial,1
strategy,1
ongoing monitoring,1
solution development,1
processing,1
ML lifecycle,1
M.S. Statistics,1
regulatory changes,1
Azure AI Fundamentals,1
Microsoft Certified,1
AWS Certified Machine Learning,1
retailer,1
tech,1
ML models in consumer finance,1
AI models in consumer finance,1
advanced forecasting,1
PhD in a quantitative discipline,1
research teams,1
Leading AI engineering,1
Seeing the big picture,1
Software Development Lifecycle,1
Secret clearance,1
responsible development of cutting-edge foundational AI.,1
development teams,1
blending techniques of researchers,1
data-driven research-baked innovation,1
novel AI technology,1
customer development.,1
libraries for data manipulation,1
ML application development,1
code over theory,1
Digesting academic papers,1
training models using cloud APIs,1
Unstructured data in cloud environment,1
Driving novel discoveries in small molecule chemistry,1
engineers,1
Working with a talented team of scientists,1
implementing cutting-edge machine learning technologies,1
fostering successful scientific ventures,1
Originating,1
cutting-edge machine learning technologies.,1
small molecule chemistry,1
entrepreneurship,1
seasoned Machine Learning expertise,1
BS related to tasking,1
GISP,1
SANS Certification,1
coding sites,1
staying ahead of the curve by researching emerging AI technologies,1
security across varied computing environments,1
optimizing AI algorithms for performance,1
driving strategic recommendations,1
patterns,1
analyzing large datasets to uncover trends,1
a collaborative environment.,1
technology forums participation,1
CodeChef,1
Hackerrank,1
Cloud-based platforms,1
ML system assessment,1
Scikit-learn frameworks,1
computer literacy,1
sitting tolerance,1
sitting at a desk for extended periods.,1
computer use for long periods of time,1
Leadership of multi-disciplinary teams,1
other security agencies,1
working with DHS components,1
SES-level personnel,1
work with Senior Government Officials,1
Machine Learning Lead,1
Agile tools,1
big data ecosystems.,1
Object-oriented programming languages,1
product-centric approach,1
cohesive story around the value of AI,1
analysis of complex data,1
organizational transformation through AI,1
managing governance programs across organizations,1
explain complex concepts to diverse stakeholders,1
interdisciplinary approach to problem solving.,1
high level desire to help their nation solve its most critical problems,1
continuous learner,1
academic performance.,1
estimation,1
business requirements definition,1
software system design,1
AI integrations,1
AI engineering systems development,1
self-development opportunities,1
flexibility in work arrangements,1
PyTorcH,1
in a team,1
Analytical thinking,1
Speech to Text,1
refining ability,1
AI model building,1
cutting-edge technology,1
business model development,1
AI governance policies,1
Mission Engineering,1
integration through API’s,1
higher,1
3.5 GPA,1
degree inor Math,1
degree in Artificial Intelligence,1
degree in Computer Science,1
Decision Analytics.,1
Wargaming,1
MSaaS,1
M&S as a Service,1
System of Systems,1
ethics standards,1
Data Analytics,1
Operations Research,1
Modeling & Simulation,1
Systems Engineering,1
process improvement.,1
creation,1
SOPs,1
Standard Operating Procedures,1
financial impact analysis,1
risk navigation,1
their potential applications in different industries,1
recursive neural networks,1
improve processes,1
securing funding through NSF grants,1
teaching effectiveness,1
faculty development,1
research agenda,1
working on advancement of Responsible AI,1
research that reflects enhanced commitment to improved equity diversity inclusion,1
build curriculum pedagogy,1
ethical legal societal implications thereof,1
regulations of AI related technologies,1
public policy dimensions,1
Cybersecurity by peer-reviewed publications in reputed conferences,1
A research record at the intersection of AI,1
diverse viewpoints,1
diversity of backgrounds,1
freedom of expression,1
mentoring at undergraduate,1
mentoring PhD students and,1
successful independent research,1
leadership in their,1
PhD Statistics,1
PhD AI,1
PhD in Data Science,1
policy challenges,1
addressing AI’s ethical societal,1
syllabus design,1
Cybercrime,1
cybercrime,1
promoting experiential learning,1
Initiating actions to resolve problems,1
achieving goals,1
Setting,1
Detail-oriented,1
technical troubleshooting,1
Storytelling with executive presentation abilities,1
testing standards,1
engineering large systems,1
tech policy,1
Verbal communication to articulate complex technical concepts.,1
funded research,1
social consequences of artificial intelligence,1
profession,1
performing service to college university,1
attract external funding,1
conducting an independent research program,1
advising mentoring overseeing students,1
graduate courses,1
teaching undergraduate,1
Ph.D Computer Science,1
responsible application of AI in societal settings,1
statistical aspects of AI,1
interdisciplinary collaboration,1
teach interdisciplinary courses on AI’s societal impacts,1
kernel based learners,1
policy dimensions,1
ML programming languages,1
regulations.,1
Leadership communication,1
Organization,1
Data collection,1
Statistics analysis,1
Algorithm evaluation,1
thrive in fast-paced work environment,1
data warehousing,1
deploying end-to-end AI,1
explainable AI.,1
multimodal models,1
deep learning areas,1
scientific programming,1
research productivity through publications,1
software libraries,1
Ph.D. Mathematics,1
Ph.D. Optimization,1
Recent PHD Machine Learning,1
surveillance,1
autonomous robotic navigation,1
human-machine interaction with bases,1
auto-encoders,1
ML pipelines,1
workflows.,1
analytics governance,1
Analytics Governance tools.,1
its ethical societal,1
Research computer science,1
grant writing.,1
securing external funding,1
NSF funding,1
research grants management,1
interdisciplinary courses on AI’s societal impacts,1
policy dimensions of AI,1
societal impacts of AI,1
ethics of AI,1
cloud platformsData Governance and,1
MS data management concepts,1
integration patterns,1
learn new systems,1
metadata management concepts,1
deep technical capability,1
Structured Query Language,1
quantitative modeling,1
MS quantitative discipline,1
communicating with all levels of the organization,1
influence others without formal authority,1
collaborating with a variety of partners,1
interface design,1
strategic technical planning,1
collaboratively in a team.,1
Coding .,1
Problem formulation,1
Model quality improvement,1
Instruction-following capability enhancement,1
Data generation techniques,1
Data collection pipeline building,1
Research agenda development,1
translate technical information to non-technical audiences,1
innovate,1
AI scalability,1
AI optimization,1
AI model performance,1
cloud-based solutions,1
AI deployment pipelines,1
AI application development,1
search technologies,1
indexing,1
large language model fine-tuning,1
technical efficiency.,1
regulatory requirements in a business environment,1
educating non-technical team members,1
translating into technical solutions,1
